gazetteerId,villageInnerId,categoryId,unitId,data
968,968,3,1,11.6
972,972,3,1,10.0
974,974,3,1,16.0
975,975,3,1,NULL
976,976,3,1,14.0
977,977,3,1,13.3
978,978,3,1,11.3
979,979,3,1,NULL
980,980,3,1,NULL
981,981,3,1,12.9
982,982,3,1,11.7
983,983,3,1,16.1
984,984,3,1,NULL
986,986,3,1,NULL
987,987,3,1,15.0
988,988,3,1,14.0
989,989,3,1,NULL
990,990,3,1,12.8
991,991,3,1,16.0
993,993,3,1,19.6
994,994,3,1,17.0
996,996,3,1,17.0
997,997,3,1,14.0
998,998,3,1,12.3
999,999,3,1,16.0
1000,1000,3,1,14.2
1,1,2,2,700.0
3,3,2,2,1279.8
4,4,2,2,1310.0
5,5,2,2,529.7
6,6,2,2,NULL
7,7,2,2,543.6
8,8,2,2,2963.0
9,9,2,2,534.7
10,10,2,2,600.0
11,11,2,2,1790.0
12,12,2,2,480.0
13,13,2,2,210.7
14,14,2,2,500.0
16,16,2,2,1948.4
17,17,2,2,644.2
18,18,2,2,865.4
19,19,2,2,1171.7
20,20,2,2,569.4
21,21,2,2,650.0
22,22,2,2,710.0
23,23,2,2,1660.0
24,24,2,2,1926.7
26,26,2,2,1217.9
29,29,2,2,400.0
30,30,2,2,1365.0
31,31,2,2,571.5
32,32,2,2,1114.7
34,34,2,2,570.4
35,35,2,2,1411.0
36,36,2,2,1000.0
37,37,2,2,679.1
40,40,2,2,1348.3
41,41,2,2,1750.0
42,42,2,2,NULL
44,44,2,2,634.3
45,45,2,2,NULL
47,47,2,2,NULL
48,48,2,2,NULL
49,49,2,2,1434.2
52,52,2,2,685.7
53,53,2,2,1000.0
54,54,2,2,588.6
56,56,2,2,1630.0
58,58,2,2,592.8
59,59,2,2,646.6
61,61,2,2,550.0
62,62,2,2,NULL
63,63,2,2,500.0
64,64,2,2,NULL
67,67,2,2,503.6
69,69,2,2,NULL
70,70,2,2,500.0
71,71,2,2,568.2
72,72,2,2,NULL
74,74,2,2,550.3
75,75,2,2,1083.4
76,76,2,2,559.6
77,77,2,2,566.3
78,78,2,2,552.4
80,80,2,2,584.9
82,82,2,2,NULL
83,83,2,2,659.7
84,84,2,2,NULL
85,85,2,2,1600.0
87,87,2,2,1530.0
88,88,2,2,551.7
91,91,2,2,1006.5
92,92,2,2,1500.0
93,93,2,2,490.02
94,94,2,2,NULL
95,95,2,2,1156.0
96,96,2,2,584.6
97,97,2,2,1100.0
98,98,2,2,1170.0
99,99,2,2,NULL
100,100,2,2,NULL
113,113,2,2,NULL
115,115,2,2,1434.2
116,116,2,2,856.7
117,117,2,2,490.0
119,119,2,2,1200.0
121,121,2,2,1417.8
123,123,2,2,532.0
124,124,2,2,280.0
125,125,2,2,1391.0
126,126,2,2,1417.8
127,127,2,2,NULL
128,128,2,2,1890.0
129,129,2,2,335.4
130,130,2,2,NULL
134,134,2,2,520.0
135,135,2,2,399.8
136,136,2,2,NULL
137,137,2,2,1308.1
138,138,2,2,NULL
139,139,2,2,1200.0
140,140,2,2,1200.0
141,141,2,2,359.0
142,142,2,2,202.4
144,144,2,2,NULL
145,145,2,2,884.6
146,146,2,2,400.0
148,148,2,2,350.0
149,149,2,2,345.0
150,150,2,2,1100.0
151,151,2,2,570.0
152,152,2,2,NULL
153,153,2,2,1378.4
154,154,2,2,878.6
156,156,2,2,1346.0
157,157,2,2,1083.0
158,158,2,2,1282.8
159,159,2,2,584.8
160,160,2,2,NULL
161,161,2,2,1093.3
162,162,2,2,1350.0
164,164,2,2,400.0
166,166,2,2,600.0
169,169,2,2,670.0
170,170,2,2,345.0
171,171,2,2,1350.0
172,172,2,2,103.2
173,173,2,2,1100.0
174,174,2,2,1580.0
176,176,2,2,349.3
177,177,2,2,1125.0
178,178,2,2,558.0
180,180,2,2,510.0
185,185,2,2,300.0
186,186,2,2,1440.0
187,187,2,2,610.9
189,189,2,2,500.0
190,190,2,2,641.7
191,191,2,2,1700.0
193,193,2,2,2000.0
195,195,2,2,1540.5
196,196,2,2,486.0
197,197,2,2,648.9
198,198,2,2,456.6
199,199,2,2,1047.0
200,200,2,2,NULL
201,201,2,2,1088.6
203,203,2,2,606.4
204,204,2,2,850.0
205,205,2,2,1357.0
206,206,2,2,900.0
207,207,2,2,918.7
208,208,2,2,759.0
209,209,2,2,797.0
210,210,2,2,879.1
211,211,2,2,1200.0
212,212,2,2,865.9
213,213,2,2,980.0
214,214,2,2,NULL
215,215,2,2,1000.0
216,216,2,2,NULL
217,217,2,2,880.0
218,218,2,2,1095.5
219,219,2,2,1000.0
220,220,2,2,NULL
221,221,2,2,1238.0
222,222,2,2,600.0
223,223,2,2,829.7
224,224,2,2,NULL
226,226,2,2,1079.0
227,227,2,2,556.4
228,228,2,2,NULL
229,229,2,2,800.0
230,230,2,2,1000.0
231,231,2,2,1000.0
232,232,2,2,586.7
233,233,2,2,1700.0
234,234,2,2,1600.0
235,235,2,2,1253.1
236,236,2,2,610.0
238,238,2,2,1239.1
239,239,2,2,803.6
243,243,2,2,600.0
244,244,2,2,1148.0
245,245,2,2,NULL
248,248,2,2,569.4
249,249,2,2,NULL
251,251,2,2,1168.0
252,252,2,2,472.9
253,253,2,2,1044.0
254,254,2,2,1092.8
256,256,2,2,400.0
257,257,2,2,NULL
258,258,2,2,1170.0
259,259,2,2,NULL
261,261,2,2,590.0
262,262,2,2,NULL
263,263,2,2,488.2
264,264,2,2,1600.0
265,265,2,2,590.0
267,267,2,2,NULL
268,268,2,2,620.2
270,270,2,2,1500.0
271,271,2,2,553.0
272,272,2,2,1650.0
274,274,2,2,1700.0
275,275,2,2,582.8
276,276,2,2,558.24
277,277,2,2,NULL
278,278,2,2,1250.0
279,279,2,2,430.0
280,280,2,2,580.3
281,281,2,2,870.4
283,283,2,2,571.9
286,286,2,2,NULL
287,287,2,2,1156.7
289,289,2,2,1026.0
291,291,2,2,600.0
292,292,2,2,NULL
293,293,2,2,560.4
294,294,2,2,550.0
297,297,2,2,530.0
299,299,2,2,NULL
300,300,2,2,520.0
302,302,2,2,674.0
303,303,2,2,623.6
304,304,2,2,1600.0
305,305,2,2,900.0
306,306,2,2,1608.0
307,307,2,2,1433.6
309,309,2,2,1156.4
310,310,2,2,800.0
313,313,2,2,571.3
314,314,2,2,NULL
315,315,2,2,649.9
316,316,2,2,665.6
317,317,2,2,500.0
319,319,2,2,825.0
321,321,2,2,1200.0
322,322,2,2,NULL
323,323,2,2,874.5
325,325,2,2,NULL
327,327,2,2,860.0
329,329,2,2,NULL
330,330,2,2,385.0
333,333,2,2,575.2
335,335,2,2,515.0
336,336,2,2,512.0
337,337,2,2,1039.3
338,338,2,2,16.6
340,340,2,2,1000.0
341,341,2,2,450.0
342,342,2,2,592.8
343,343,2,2,439.0
344,344,2,2,1000.0
346,346,2,2,621.1
347,347,2,2,600.0
348,348,2,2,1500.0
349,349,2,2,650.0
350,350,2,2,1000.0
351,351,2,2,450.0
352,352,2,2,1179.4
353,353,2,2,475.6
354,354,2,2,1670.0
355,355,2,2,NULL
356,356,2,2,NULL
357,357,2,2,545.2
358,358,2,2,520.0
359,359,2,2,1700.0
360,360,2,2,1655.82
361,361,2,2,1800.0
363,363,2,2,1725.7
365,365,2,2,1500.0
366,366,2,2,429.0
367,367,2,2,1200.0
368,368,2,2,1800.0
369,369,2,2,429.0
370,370,2,2,646.6
371,371,2,2,719.2
372,372,2,2,380.0
373,373,2,2,1054.0
374,374,2,2,1128.7
375,375,2,2,1000.0
377,377,2,2,NULL
378,378,2,2,NULL
380,380,2,2,450.0
381,381,2,2,550.0
382,382,2,2,1600.0
383,383,2,2,665.6
386,386,2,2,445.0
387,387,2,2,1875.4
388,388,2,2,553.0
390,390,2,2,NULL
391,391,2,2,1000.0
392,392,2,2,610.0
393,393,2,2,626.0
394,394,2,2,NULL
396,396,2,2,1600.0
397,397,2,2,700.0
398,398,2,2,500.0
400,400,2,2,1949.5
401,401,2,2,519.5
402,402,2,2,1054.0
404,404,2,2,NULL
405,405,2,2,NULL
406,406,2,2,900.0
407,407,2,2,500.0
408,408,2,2,500.8
409,409,2,2,901.0
411,411,2,2,1500.0
412,412,2,2,591.9
413,413,2,2,155.0
414,414,2,2,420.0
415,415,2,2,498.2
416,416,2,2,1420.5
417,417,2,2,1742.0
418,418,2,2,1050.0
419,419,2,2,415.2
420,420,2,2,1181.0
421,421,2,2,1300.0
422,422,2,2,586.7
423,423,2,2,200.0
424,424,2,2,635.1
425,425,2,2,1124.7
427,427,2,2,1600.0
428,428,2,2,114.7
429,429,2,2,1300.0
431,431,2,2,551.2
432,432,2,2,1350.0
433,433,2,2,NULL
434,434,2,2,480.0
435,435,2,2,592.8
436,436,2,2,1700.0
437,437,2,2,155.0
438,438,2,2,NULL
439,439,2,2,627.4
441,441,2,2,847.0
442,442,2,2,600.0
443,443,2,2,573.9
444,444,2,2,1073.0
445,445,2,2,NULL
447,447,2,2,118.0
448,448,2,2,NULL
449,449,2,2,629.9
450,450,2,2,460.0
451,451,2,2,1882.0
452,452,2,2,1143.3
453,453,2,2,552.0
456,456,2,2,1025.6
457,457,2,2,400.0
458,458,2,2,950.0
459,459,2,2,650.0
460,460,2,2,NULL
462,462,2,2,1725.0
463,463,2,2,1466.5
464,464,2,2,1700.0
465,465,2,2,1362.0
468,468,2,2,580.0
470,470,2,2,1310.0
471,471,2,2,460.0
474,474,2,2,460.0
476,476,2,2,1392.5
477,477,2,2,633.7
478,478,2,2,1200.0
479,479,2,2,713.6
481,481,2,2,NULL
483,483,2,2,1423.2
482,482,2,2,1464.0
484,484,2,2,400.0
485,485,2,2,NULL
486,486,2,2,623.6
488,488,2,2,488.3
489,489,2,2,646.0
490,490,2,2,1200.0
491,491,2,2,NULL
492,492,2,2,800.0
493,493,2,2,114.7
494,494,2,2,527.1
496,496,2,2,NULL
497,497,2,2,500.0
