gazetteerId,villageInnerId,categoryId,unitId,data
498,498,2,2,550.0
499,499,2,2,NULL
501,501,2,2,1332.0
502,502,2,2,538.2
503,503,2,2,577.4
504,504,2,2,550.0
505,505,2,2,NULL
506,506,2,2,1800.0
507,507,2,2,1300.0
508,508,2,2,500.0
509,509,2,2,888.0
510,510,2,2,562.0
511,511,2,2,736.6
512,512,2,2,NULL
513,513,2,2,1282.8
514,514,2,2,666.9
516,516,2,2,1300.0
517,517,2,2,649.9
519,519,2,2,1000.0
520,520,2,2,658.0
521,521,2,2,1320.0
522,522,2,2,649.9
523,523,2,2,600.0
524,524,2,2,1100.0
525,525,2,2,415.5
526,526,2,2,1042.2
527,527,2,2,1500.0
528,528,2,2,NULL
529,529,2,2,649.9
530,530,2,2,NULL
531,531,2,2,NULL
532,532,2,2,158.0
533,533,2,2,NULL
534,534,2,2,849.6
535,535,2,2,1438.9
536,536,2,2,NULL
538,538,2,2,1200.0
540,540,2,2,1388.8
541,541,2,2,NULL
542,542,2,2,NULL
544,544,2,2,1135.2
545,545,2,2,557.2
546,546,2,2,566.4
547,547,2,2,900.0
548,548,2,2,1093.5
549,549,2,2,NULL
550,550,2,2,1093.3
552,552,2,2,1200.0
553,553,2,2,1000.0
554,554,2,2,800.0
555,555,2,2,1300.0
557,557,2,2,1520.9
558,558,2,2,1300.0
559,559,2,2,1200.0
560,560,2,2,1174.0
561,561,2,2,100.0
562,562,2,2,1257.0
564,564,2,2,1282.8
565,565,2,2,566.4
566,566,2,2,117.2
567,567,2,2,1114.5
568,568,2,2,1801.0
569,569,2,2,NULL
570,570,2,2,929.0
571,571,2,2,1084.4
572,572,2,2,1519.3
573,573,2,2,1400.0
574,574,2,2,NULL
575,575,2,2,NULL
576,576,2,2,NULL
577,577,2,2,1125.2
578,578,2,2,1330.0
580,580,2,2,500.0
581,581,2,2,1200.0
582,582,2,2,1500.0
584,584,2,2,NULL
585,585,2,2,1000.0
586,586,2,2,1440.0
587,587,2,2,1050.0
588,588,2,2,1035.0
589,589,2,2,1100.0
590,590,2,2,NULL
591,591,2,2,1006.5
592,592,2,2,NULL
593,593,2,2,690.0
594,594,2,2,NULL
595,595,2,2,1120.0
596,596,2,2,NULL
597,597,2,2,1069.0
598,598,2,2,1024.3
599,599,2,2,NULL
600,600,2,2,NULL
601,601,2,2,1200.0
602,602,2,2,1000.0
604,604,2,2,1966.0
605,605,2,2,670.0
606,606,2,2,NULL
607,607,2,2,450.0
608,608,2,2,552.4
609,609,2,2,1000.0
611,611,2,2,1061.9
612,612,2,2,1100.0
613,613,2,2,1174.2
614,614,2,2,1061.9
615,615,2,2,NULL
616,616,2,2,400.0
617,617,2,2,NULL
618,618,2,2,937.4
620,620,2,2,NULL
621,621,2,2,1520.0
624,624,2,2,837.9
625,625,2,2,1222.2
626,626,2,2,NULL
627,627,2,2,NULL
630,630,2,2,NULL
631,631,2,2,NULL
633,633,2,2,NULL
635,635,2,2,680.0
636,636,2,2,1000.0
637,637,2,2,670.0
639,639,2,2,NULL
640,640,2,2,NULL
641,641,2,2,NULL
642,642,2,2,1400.0
643,643,2,2,610.32
644,644,2,2,1133.3
645,645,2,2,1425.4
646,646,2,2,NULL
647,647,2,2,977.8
648,648,2,2,1011.0
650,650,2,2,NULL
651,651,2,2,NULL
652,652,2,2,850.0
653,653,2,2,NULL
654,654,2,2,1197.3
655,655,2,2,1344.8
656,656,2,2,NULL
658,658,2,2,NULL
659,659,2,2,1200.0
660,660,2,2,NULL
663,663,2,2,600.0
664,664,2,2,542.7
666,666,2,2,1700.0
667,667,2,2,563.0
668,668,2,2,550.0
671,671,2,2,1000.0
672,672,2,2,552.4
674,674,2,2,1410.0
675,675,2,2,1415.7
676,676,2,2,NULL
677,677,2,2,645.5
678,678,2,2,623.7
682,682,2,2,500.0
683,683,2,2,580.17
684,684,2,2,NULL
685,685,2,2,649.9
686,686,2,2,594.6
687,687,2,2,390.0
688,688,2,2,800.0
690,690,2,2,550.0
691,691,2,2,625.0
692,692,2,2,500.0
693,693,2,2,694.0
694,694,2,2,656.0
695,695,2,2,NULL
696,696,2,2,600.0
697,697,2,2,550.0
698,698,2,2,NULL
699,699,2,2,NULL
700,700,2,2,1354.0
701,701,2,2,1650.0
702,702,2,2,560.0
703,703,2,2,1000.0
704,704,2,2,649.9
705,705,2,2,650.0
706,706,2,2,534.8
707,707,2,2,1071.4
708,708,2,2,NULL
709,709,2,2,1406.8
710,710,2,2,1450.0
711,711,2,2,580.3
712,712,2,2,600.0
713,713,2,2,600.0
714,714,2,2,NULL
715,715,2,2,600.0
716,716,2,2,1000.0
718,718,2,2,NULL
719,719,2,2,NULL
720,720,2,2,429.0
722,722,2,2,1600.0
723,723,2,2,626.3
724,724,2,2,696.9
725,725,2,2,738.3
726,726,2,2,NULL
728,728,2,2,650.0
729,729,2,2,1000.0
731,731,2,2,350.0
732,732,2,2,1239.7
733,733,2,2,1088.0
734,734,2,2,NULL
735,735,2,2,1042.7
736,736,2,2,550.3
738,738,2,2,500.0
741,741,2,2,496.2
743,743,2,2,NULL
746,746,2,2,NULL
747,747,2,2,500.0
748,748,2,2,1222.2
749,749,2,2,925.0
750,750,2,2,1050.0
751,751,2,2,1469.4
752,752,2,2,NULL
753,753,2,2,1200.0
754,754,2,2,1000.0
755,755,2,2,1120.0
756,756,2,2,400.0
757,757,2,2,450.0
758,758,2,2,280.0
759,759,2,2,560.0
760,760,2,2,NULL
764,764,2,2,1088.0
765,765,2,2,1122.0
766,766,2,2,NULL
768,768,2,2,1246.4
770,770,2,2,2000.0
772,772,2,2,1238.0
773,773,2,2,NULL
774,774,2,2,NULL
775,775,2,2,600.0
776,776,2,2,650.3
777,777,2,2,700.0
778,778,2,2,405.0
780,780,2,2,441.8
781,781,2,2,661.3
782,782,2,2,784.0
783,783,2,2,865.4
784,784,2,2,2000.0
785,785,2,2,NULL
786,786,2,2,NULL
787,787,2,2,1164.1
789,789,2,2,1850.0
790,790,2,2,NULL
791,791,2,2,1400.0
792,792,2,2,450.0
793,793,2,2,606.4
794,794,2,2,606.4
796,796,2,2,486.0
798,798,2,2,1709.3
799,799,2,2,653.5
800,800,2,2,1757.3
801,801,2,2,1061.0
802,802,2,2,NULL
803,803,2,2,600.0
804,804,2,2,549.0
809,809,2,2,400.0
810,810,2,2,585.0
811,811,2,2,NULL
812,812,2,2,966.0
813,813,2,2,563.0
814,814,2,2,601.6
815,815,2,2,1250.0
816,816,2,2,1045.0
818,818,2,2,600.0
819,819,2,2,542.2
820,820,2,2,1300.0
822,822,2,2,822.4
823,823,2,2,1200.0
824,824,2,2,557.4
825,825,2,2,1500.0
826,826,2,2,NULL
827,827,2,2,NULL
828,828,2,2,569.8
829,829,2,2,1800.0
831,831,2,2,1060.0
832,832,2,2,510.0
835,835,2,2,544.0
839,839,2,2,1506.8
840,840,2,2,1472.9
842,842,2,2,NULL
843,843,2,2,1692.5
844,844,2,2,1000.0
846,846,2,2,400.0
847,847,2,2,500.0
849,849,2,2,NULL
852,852,2,2,NULL
853,853,2,2,NULL
854,854,2,2,1600.0
856,856,2,2,606.4
859,859,2,2,550.0
862,862,2,2,581.0
863,863,2,2,606.5
864,864,2,2,240.0
865,865,2,2,450.0
866,866,2,2,504.4
868,868,2,2,1600.0
869,869,2,2,600.0
870,870,2,2,520.0
871,871,2,2,1700.0
873,873,2,2,1400.0
875,875,2,2,922.9
876,876,2,2,679.1
878,878,2,2,878.6
879,879,2,2,1077.0
881,881,2,2,1644.6
883,883,2,2,2300.0
884,884,2,2,930.0
885,885,2,2,NULL
886,886,2,2,1500.0
887,887,2,2,1374.7
888,888,2,2,396.6
889,889,2,2,649.9
890,890,2,2,636.9
893,893,2,2,1337.0
895,895,2,2,1246.3
897,897,2,2,1570.0
899,899,2,2,1200.0
900,900,2,2,1073.2
901,901,2,2,NULL
902,902,2,2,395.0
903,903,2,2,365.0
904,904,2,2,1700.0
905,905,2,2,652.9
907,907,2,2,NULL
908,908,2,2,1700.0
909,909,2,2,597.0
910,910,2,2,900.0
911,911,2,2,NULL
913,913,2,2,738.3
914,914,2,2,525.3
915,915,2,2,580.0
916,916,2,2,1466.5
918,918,2,2,NULL
920,920,2,2,NULL
921,921,2,2,2000.0
922,922,2,2,1194.0
923,923,2,2,580.2
924,924,2,2,588.1
925,925,2,2,NULL
926,926,2,2,517.99
927,927,2,2,1220.0
929,929,2,2,550.9
930,930,2,2,601.4
931,931,2,2,577.3
934,934,2,2,504.4
935,935,2,2,573.8
936,936,2,2,1100.0
938,938,2,2,2129.0
939,939,2,2,773.1
940,940,2,2,NULL
941,941,2,2,1100.0
942,942,2,2,765.7
943,943,2,2,413.0
944,944,2,2,645.0
945,945,2,2,450.0
946,946,2,2,1000.0
947,947,2,2,NULL
949,949,2,2,633.0
950,950,2,2,645.5
951,951,2,2,510.0
952,952,2,2,NULL
953,953,2,2,1105.0
954,954,2,2,654.54
955,955,2,2,1200.0
956,956,2,2,NULL
958,958,2,2,385.0
959,959,2,2,1800.0
960,960,2,2,1600.0
961,961,2,2,503.5
962,962,2,2,1725.7
964,964,2,2,406.9
965,965,2,2,1089.0
966,966,2,2,625.7
967,967,2,2,606.1
968,968,2,2,550.0
972,972,2,2,NULL
974,974,2,2,1025.0
975,975,2,2,NULL
976,976,2,2,617.8
977,977,2,2,550.0
978,978,2,2,600.7
979,979,2,2,NULL
980,980,2,2,NULL
981,981,2,2,522.7
982,982,2,2,640.0
983,983,2,2,1133.3
984,984,2,2,1300.0
986,986,2,2,NULL
987,987,2,2,NULL
988,988,2,2,617.8
989,989,2,2,1135.1
990,990,2,2,600.0
991,991,2,2,1132.5
993,993,2,2,1700.0
994,994,2,2,1200.0
996,996,2,2,1000.0
997,997,2,2,NULL
998,998,2,2,659.2
999,999,2,2,1500.0
1000,1000,2,2,704.4
1,1,1,3,NULL
3,3,1,3,1225.0
4,4,1,3,NULL
5,5,1,3,NULL
6,6,1,3,61.0
7,7,1,3,NULL
8,8,1,3,1600.0
9,9,1,3,NULL
10,10,1,3,NULL
11,11,1,3,NULL
12,12,1,3,NULL
13,13,1,3,NULL
14,14,1,3,NULL
16,16,1,3,NULL
17,17,1,3,34.3
18,18,1,3,NULL
19,19,1,3,NULL
20,20,1,3,NULL
21,21,1,3,NULL
22,22,1,3,NULL
23,23,1,3,128.0
24,24,1,3,NULL
26,26,1,3,NULL
29,29,1,3,NULL
30,30,1,3,1350.0
31,31,1,3,NULL
32,32,1,3,NULL
34,34,1,3,NULL
35,35,1,3,NULL
36,36,1,3,NULL
37,37,1,3,NULL
40,40,1,3,NULL
41,41,1,3,33.0
42,42,1,3,NULL
44,44,1,3,53.0
45,45,1,3,1357.0
47,47,1,3,NULL
48,48,1,3,88.5
49,49,1,3,20.0
52,52,1,3,NULL
53,53,1,3,4.5
54,54,1,3,NULL
56,56,1,3,NULL
58,58,1,3,NULL
59,59,1,3,NULL
61,61,1,3,NULL
62,62,1,3,22.0
63,63,1,3,680.0
64,64,1,3,43.0
67,67,1,3,NULL
69,69,1,3,375.0
70,70,1,3,NULL
71,71,1,3,NULL
72,72,1,3,NULL
74,74,1,3,NULL
75,75,1,3,NULL
76,76,1,3,20.9
77,77,1,3,NULL
78,78,1,3,NULL
80,80,1,3,NULL
82,82,1,3,NULL
83,83,1,3,NULL
84,84,1,3,NULL
85,85,1,3,NULL
87,87,1,3,NULL
88,88,1,3,3.5
91,91,1,3,1887.0
92,92,1,3,NULL
93,93,1,3,NULL
94,94,1,3,NULL
95,95,1,3,NULL
96,96,1,3,NULL
97,97,1,3,NULL
98,98,1,3,1894.0
99,99,1,3,2040.0
100,100,1,3,1748.0
113,113,1,3,1757.0
115,115,1,3,NULL
116,116,1,3,NULL
117,117,1,3,117.8
119,119,1,3,650.0
121,121,1,3,NULL
123,123,1,3,NULL
124,124,1,3,2200.0
125,125,1,3,NULL
126,126,1,3,NULL
127,127,1,3,NULL
128,128,1,3,NULL
129,129,1,3,1940.0
130,130,1,3,2920.0
134,134,1,3,NULL
135,135,1,3,NULL
136,136,1,3,NULL
137,137,1,3,NULL
138,138,1,3,680.0
139,139,1,3,NULL
140,140,1,3,450.0
141,141,1,3,NULL
142,142,1,3,1122.0
144,144,1,3,NULL
145,145,1,3,NULL
146,146,1,3,545.0
148,148,1,3,1063.0
149,149,1,3,NULL
150,150,1,3,NULL
151,151,1,3,NULL
152,152,1,3,15.0
153,153,1,3,NULL
154,154,1,3,NULL
156,156,1,3,NULL
157,157,1,3,NULL
158,158,1,3,NULL
159,159,1,3,491.0
160,160,1,3,2200.0
161,161,1,3,420.0
162,162,1,3,NULL
164,164,1,3,NULL
166,166,1,3,4.0
169,169,1,3,NULL
170,170,1,3,2340.0
171,171,1,3,NULL
172,172,1,3,1334.5
173,173,1,3,NULL
174,174,1,3,NULL
176,176,1,3,1763.0
177,177,1,3,1890.0
178,178,1,3,5.0
180,180,1,3,418.0
185,185,1,3,NULL
186,186,1,3,NULL
187,187,1,3,NULL
189,189,1,3,NULL
190,190,1,3,NULL
191,191,1,3,NULL
193,193,1,3,NULL
195,195,1,3,2096.0
196,196,1,3,NULL
197,197,1,3,NULL
198,198,1,3,NULL
199,199,1,3,2.42
200,200,1,3,500.0
201,201,1,3,NULL
203,203,1,3,NULL
204,204,1,3,NULL
205,205,1,3,NULL
206,206,1,3,NULL
207,207,1,3,NULL
208,208,1,3,NULL
209,209,1,3,1887.0
210,210,1,3,1732.0
211,211,1,3,1840.0
212,212,1,3,550.0
213,213,1,3,510.8
214,214,1,3,1887.0
215,215,1,3,1800.0
216,216,1,3,673.0
217,217,1,3,496.0
218,218,1,3,NULL
219,219,1,3,2300.0
220,220,1,3,1209.0
221,221,1,3,4.5
222,222,1,3,NULL
223,223,1,3,1774.3
224,224,1,3,92.0
226,226,1,3,1974.0
227,227,1,3,NULL
228,228,1,3,NULL
229,229,1,3,1951.0
230,230,1,3,NULL
231,231,1,3,4.3
232,232,1,3,40.0
233,233,1,3,NULL
234,234,1,3,NULL
235,235,1,3,NULL
236,236,1,3,35.0
238,238,1,3,NULL
239,239,1,3,NULL
243,243,1,3,49.8
244,244,1,3,NULL
245,245,1,3,NULL
248,248,1,3,20.3
249,249,1,3,NULL
251,251,1,3,2300.0
252,252,1,3,NULL
253,253,1,3,NULL
254,254,1,3,NULL
256,256,1,3,151.0
257,257,1,3,NULL
258,258,1,3,1894.0
259,259,1,3,2400.0
261,261,1,3,1240.0
262,262,1,3,NULL
263,263,1,3,31.0
264,264,1,3,NULL
265,265,1,3,NULL
267,267,1,3,389.3
268,268,1,3,NULL
270,270,1,3,NULL
271,271,1,3,NULL
272,272,1,3,NULL
274,274,1,3,NULL
275,275,1,3,NULL
276,276,1,3,NULL
277,277,1,3,NULL
278,278,1,3,NULL
279,279,1,3,NULL
280,280,1,3,57.0
281,281,1,3,492.0
283,283,1,3,NULL
286,286,1,3,NULL
287,287,1,3,NULL
289,289,1,3,NULL
291,291,1,3,NULL
292,292,1,3,NULL
293,293,1,3,NULL
294,294,1,3,NULL
297,297,1,3,350.0
299,299,1,3,NULL
300,300,1,3,49.0
302,302,1,3,NULL
303,303,1,3,NULL
304,304,1,3,NULL
305,305,1,3,NULL
306,306,1,3,458.0
307,307,1,3,NULL
309,309,1,3,NULL
310,310,1,3,NULL
313,313,1,3,NULL
314,314,1,3,NULL
315,315,1,3,NULL
316,316,1,3,NULL
317,317,1,3,45.0
319,319,1,3,1192.0
321,321,1,3,NULL
322,322,1,3,220.0
323,323,1,3,NULL
325,325,1,3,600.0
327,327,1,3,NULL
329,329,1,3,NULL
330,330,1,3,NULL
333,333,1,3,369.0
335,335,1,3,NULL
336,336,1,3,NULL
337,337,1,3,NULL
338,338,1,3,100.0
340,340,1,3,NULL
341,341,1,3,NULL
342,342,1,3,NULL
343,343,1,3,750.0
344,344,1,3,NULL
346,346,1,3,NULL
347,347,1,3,33.0
348,348,1,3,100.0
349,349,1,3,NULL
350,350,1,3,NULL
351,351,1,3,NULL
352,352,1,3,29.0
353,353,1,3,763.0
354,354,1,3,NULL
355,355,1,3,200.0
356,356,1,3,430.0
357,357,1,3,722.0
358,358,1,3,NULL
359,359,1,3,100.0
360,360,1,3,NULL
361,361,1,3,NULL
363,363,1,3,NULL
365,365,1,3,NULL
366,366,1,3,NULL
367,367,1,3,NULL
368,368,1,3,NULL
369,369,1,3,69.0
370,370,1,3,NULL
371,371,1,3,NULL
372,372,1,3,347.0
373,373,1,3,NULL
374,374,1,3,NULL
375,375,1,3,NULL
377,377,1,3,NULL
378,378,1,3,40.0
380,380,1,3,NULL
381,381,1,3,NULL
382,382,1,3,NULL
383,383,1,3,NULL
386,386,1,3,NULL
387,387,1,3,NULL
388,388,1,3,NULL
390,390,1,3,1421.9
391,391,1,3,NULL
392,392,1,3,NULL
393,393,1,3,34.0
394,394,1,3,NULL
396,396,1,3,NULL
397,397,1,3,NULL
398,398,1,3,NULL
400,400,1,3,NULL
401,401,1,3,64.0
402,402,1,3,NULL
404,404,1,3,NULL
405,405,1,3,NULL
406,406,1,3,28.0
407,407,1,3,NULL
408,408,1,3,378.0
409,409,1,3,25.5
411,411,1,3,50.0
412,412,1,3,NULL
413,413,1,3,1920.0
414,414,1,3,NULL
415,415,1,3,NULL
416,416,1,3,NULL
417,417,1,3,NULL
418,418,1,3,NULL
419,419,1,3,NULL
420,420,1,3,3.5
421,421,1,3,NULL
422,422,1,3,40.0
423,423,1,3,NULL
424,424,1,3,NULL
425,425,1,3,3.8
427,427,1,3,495.0
428,428,1,3,NULL
429,429,1,3,NULL
431,431,1,3,NULL
432,432,1,3,638.0
433,433,1,3,NULL
434,434,1,3,700.0
435,435,1,3,NULL
436,436,1,3,NULL
437,437,1,3,1740.0
438,438,1,3,NULL
439,439,1,3,500.0
441,441,1,3,NULL
442,442,1,3,NULL
443,443,1,3,4.0
444,444,1,3,NULL
445,445,1,3,334.2
447,447,1,3,NULL
448,448,1,3,NULL
449,449,1,3,NULL
450,450,1,3,NULL
451,451,1,3,NULL
452,452,1,3,6.0
453,453,1,3,4.2
456,456,1,3,NULL
457,457,1,3,16.0
458,458,1,3,800.0
459,459,1,3,NULL
460,460,1,3,369.0
462,462,1,3,NULL
463,463,1,3,NULL
464,464,1,3,NULL
465,465,1,3,NULL
468,468,1,3,1305.0
470,470,1,3,76.7
471,471,1,3,744.5
474,474,1,3,1790.0
476,476,1,3,NULL
477,477,1,3,82.1
478,478,1,3,150.0
479,479,1,3,NULL
481,481,1,3,395.0
483,483,1,3,800.0
482,482,1,3,NULL
484,484,1,3,600.0
485,485,1,3,NULL
486,486,1,3,NULL
488,488,1,3,600.0
489,489,1,3,NULL
490,490,1,3,NULL
491,491,1,3,236.0
492,492,1,3,NULL
493,493,1,3,1563.0
494,494,1,3,NULL
496,496,1,3,NULL
497,497,1,3,NULL
498,498,1,3,922.0
499,499,1,3,NULL
501,501,1,3,NULL
502,502,1,3,NULL
503,503,1,3,NULL
504,504,1,3,NULL
505,505,1,3,NULL
506,506,1,3,NULL
507,507,1,3,NULL
508,508,1,3,335.0
509,509,1,3,NULL
510,510,1,3,NULL
511,511,1,3,NULL
512,512,1,3,NULL
513,513,1,3,NULL
514,514,1,3,NULL
516,516,1,3,61.0
517,517,1,3,NULL
519,519,1,3,1330.0
520,520,1,3,NULL
521,521,1,3,NULL
522,522,1,3,NULL
523,523,1,3,NULL
524,524,1,3,1111.0
525,525,1,3,NULL
526,526,1,3,600.0
527,527,1,3,NULL
528,528,1,3,500.0
529,529,1,3,NULL
530,530,1,3,NULL
531,531,1,3,NULL
532,532,1,3,NULL
533,533,1,3,NULL
534,534,1,3,NULL
535,535,1,3,1658.0
536,536,1,3,6.0
538,538,1,3,NULL
540,540,1,3,60.0
541,541,1,3,470.0
542,542,1,3,1100.0
544,544,1,3,NULL
545,545,1,3,2.5
546,546,1,3,2.5
547,547,1,3,450.0
548,548,1,3,NULL
549,549,1,3,400.0
550,550,1,3,420.0
552,552,1,3,600.0
553,553,1,3,NULL
554,554,1,3,NULL
555,555,1,3,NULL
557,557,1,3,21.0
558,558,1,3,NULL
559,559,1,3,86.0
560,560,1,3,NULL
561,561,1,3,1100.0
562,562,1,3,4.0
564,564,1,3,NULL
565,565,1,3,NULL
566,566,1,3,NULL
567,567,1,3,105.45
568,568,1,3,NULL
569,569,1,3,NULL
570,570,1,3,NULL
571,571,1,3,NULL
572,572,1,3,320.0
573,573,1,3,NULL
574,574,1,3,NULL
575,575,1,3,1220.0
576,576,1,3,1165.0
577,577,1,3,NULL
578,578,1,3,NULL
580,580,1,3,NULL
581,581,1,3,300.0
582,582,1,3,NULL
584,584,1,3,NULL
585,585,1,3,700.0
586,586,1,3,NULL
587,587,1,3,348.0
588,588,1,3,249.0
589,589,1,3,357.0
590,590,1,3,NULL
591,591,1,3,1959.0
592,592,1,3,1888.8
593,593,1,3,NULL
594,594,1,3,2233.0
595,595,1,3,1894.0
596,596,1,3,1886.3
597,597,1,3,362.1
598,598,1,3,374.0
599,599,1,3,NULL
600,600,1,3,NULL
601,601,1,3,NULL
602,602,1,3,NULL
604,604,1,3,1256.0
605,605,1,3,NULL
606,606,1,3,18.0
607,607,1,3,NULL
608,608,1,3,NULL
609,609,1,3,NULL
611,611,1,3,NULL
612,612,1,3,NULL
613,613,1,3,NULL
614,614,1,3,NULL
615,615,1,3,NULL
616,616,1,3,989.0
617,617,1,3,900.0
618,618,1,3,NULL
620,620,1,3,NULL
621,621,1,3,171.0
624,624,1,3,NULL
625,625,1,3,NULL
626,626,1,3,NULL
627,627,1,3,NULL
630,630,1,3,3.0
631,631,1,3,44.8
633,633,1,3,4.0
635,635,1,3,NULL
636,636,1,3,NULL
637,637,1,3,434.0
639,639,1,3,NULL
640,640,1,3,803.0
641,641,1,3,NULL
642,642,1,3,NULL
643,643,1,3,NULL
644,644,1,3,NULL
645,645,1,3,NULL
646,646,1,3,2415.9
647,647,1,3,NULL
648,648,1,3,NULL
650,650,1,3,1891.5
651,651,1,3,1881.0
652,652,1,3,NULL
653,653,1,3,95.0
654,654,1,3,NULL
655,655,1,3,3.0
656,656,1,3,10.0
658,658,1,3,NULL
659,659,1,3,NULL
660,660,1,3,1896.0
663,663,1,3,80.0
664,664,1,3,58.0
666,666,1,3,NULL
667,667,1,3,1156.5
668,668,1,3,NULL
671,671,1,3,NULL
672,672,1,3,NULL
674,674,1,3,NULL
675,675,1,3,NULL
676,676,1,3,497.0
677,677,1,3,NULL
678,678,1,3,NULL
682,682,1,3,1200.0
683,683,1,3,NULL
684,684,1,3,20.0
685,685,1,3,90.0
686,686,1,3,115.0
687,687,1,3,1100.0
688,688,1,3,NULL
690,690,1,3,NULL
691,691,1,3,30.0
692,692,1,3,400.0
693,693,1,3,400.0
694,694,1,3,NULL
695,695,1,3,25.4
696,696,1,3,NULL
697,697,1,3,NULL
698,698,1,3,418.0
699,699,1,3,300.0
700,700,1,3,NULL
701,701,1,3,400.0
702,702,1,3,NULL
703,703,1,3,NULL
704,704,1,3,NULL
705,705,1,3,NULL
706,706,1,3,NULL
707,707,1,3,7.2
708,708,1,3,NULL
709,709,1,3,NULL
710,710,1,3,NULL
711,711,1,3,52.5
712,712,1,3,NULL
713,713,1,3,NULL
714,714,1,3,NULL
715,715,1,3,27.9
716,716,1,3,NULL
718,718,1,3,160.0
719,719,1,3,4.0
720,720,1,3,913.0
722,722,1,3,NULL
723,723,1,3,NULL
724,724,1,3,758.0
725,725,1,3,NULL
726,726,1,3,140.0
728,728,1,3,NULL
729,729,1,3,NULL
731,731,1,3,NULL
732,732,1,3,NULL
733,733,1,3,4.0
734,734,1,3,1460.0
735,735,1,3,5.3
736,736,1,3,64.0
738,738,1,3,760.0
741,741,1,3,NULL
743,743,1,3,74.2
746,746,1,3,NULL
747,747,1,3,NULL
748,748,1,3,NULL
749,749,1,3,1780.0
750,750,1,3,500.0
751,751,1,3,NULL
752,752,1,3,285.0
753,753,1,3,NULL
754,754,1,3,1868.0
755,755,1,3,NULL
756,756,1,3,NULL
757,757,1,3,682.0
758,758,1,3,NULL
759,759,1,3,500.0
760,760,1,3,1889.0
764,764,1,3,2.5
765,765,1,3,NULL
766,766,1,3,4.5
768,768,1,3,NULL
770,770,1,3,NULL
772,772,1,3,4.5
773,773,1,3,630.0
774,774,1,3,37.0
775,775,1,3,37.3
776,776,1,3,NULL
777,777,1,3,NULL
778,778,1,3,900.0
780,780,1,3,NULL
781,781,1,3,45.0
782,782,1,3,NULL
783,783,1,3,NULL
784,784,1,3,NULL
785,785,1,3,NULL
786,786,1,3,1100.0
787,787,1,3,NULL
789,789,1,3,369.0
790,790,1,3,NULL
791,791,1,3,NULL
792,792,1,3,NULL
793,793,1,3,26.0
794,794,1,3,25.9
796,796,1,3,NULL
798,798,1,3,NULL
799,799,1,3,NULL
800,800,1,3,NULL
801,801,1,3,NULL
802,802,1,3,1448.0
803,803,1,3,29.2
804,804,1,3,962.0
809,809,1,3,NULL
810,810,1,3,NULL
811,811,1,3,NULL
812,812,1,3,1676.0
813,813,1,3,263.0
814,814,1,3,NULL
815,815,1,3,NULL
816,816,1,3,1889.0
818,818,1,3,NULL
819,819,1,3,NULL
820,820,1,3,NULL
822,822,1,3,51.0
823,823,1,3,NULL
824,824,1,3,NULL
825,825,1,3,NULL
826,826,1,3,NULL
827,827,1,3,NULL
828,828,1,3,84.78
829,829,1,3,NULL
831,831,1,3,NULL
832,832,1,3,NULL
835,835,1,3,62.0
839,839,1,3,NULL
840,840,1,3,NULL
842,842,1,3,428.0
843,843,1,3,NULL
844,844,1,3,1898.0
846,846,1,3,900.0
847,847,1,3,1050.0
849,849,1,3,485.0
852,852,1,3,150.0
853,853,1,3,21.0
854,854,1,3,NULL
856,856,1,3,34.0
859,859,1,3,47.0
862,862,1,3,NULL
863,863,1,3,NULL
864,864,1,3,NULL
865,865,1,3,NULL
866,866,1,3,NULL
868,868,1,3,NULL
869,869,1,3,NULL
870,870,1,3,723.0
871,871,1,3,NULL
873,873,1,3,292.0
875,875,1,3,1900.0
876,876,1,3,570.0
878,878,1,3,NULL
879,879,1,3,5.0
881,881,1,3,NULL
883,883,1,3,1400.0
884,884,1,3,NULL
885,885,1,3,245.0
886,886,1,3,480.0
887,887,1,3,3.75
888,888,1,3,NULL
889,889,1,3,NULL
890,890,1,3,NULL
893,893,1,3,NULL
895,895,1,3,NULL
897,897,1,3,500.0
899,899,1,3,NULL
900,900,1,3,NULL
901,901,1,3,580.0
902,902,1,3,930.0
903,903,1,3,698.2
904,904,1,3,NULL
905,905,1,3,NULL
907,907,1,3,500.0
908,908,1,3,NULL
909,909,1,3,7.0
910,910,1,3,NULL
911,911,1,3,732.0
913,913,1,3,NULL
914,914,1,3,78.0
915,915,1,3,NULL
916,916,1,3,400.0
918,918,1,3,6.0
920,920,1,3,3.5
921,921,1,3,NULL
922,922,1,3,NULL
923,923,1,3,51.8
924,924,1,3,NULL
925,925,1,3,500.0
926,926,1,3,3.0
927,927,1,3,4.5
929,929,1,3,430.0
930,930,1,3,NULL
931,931,1,3,NULL
934,934,1,3,NULL
935,935,1,3,930.0
936,936,1,3,3.85
938,938,1,3,NULL
939,939,1,3,NULL
940,940,1,3,NULL
941,941,1,3,NULL
942,942,1,3,NULL
943,943,1,3,747.4
944,944,1,3,NULL
945,945,1,3,780.0
946,946,1,3,4.3
947,947,1,3,36.5
949,949,1,3,11.2
950,950,1,3,NULL
951,951,1,3,NULL
952,952,1,3,NULL
953,953,1,3,20.0
954,954,1,3,70.0
955,955,1,3,NULL
956,956,1,3,NULL
958,958,1,3,759.4
959,959,1,3,NULL
960,960,1,3,NULL
961,961,1,3,59.0
962,962,1,3,NULL
964,964,1,3,1000.0
965,965,1,3,NULL
966,966,1,3,NULL
